holding_month,Equal_Weight,Static_MV,Reactive_HMM,Macro_Forward
2017-07-31,0.0,0.0,0.0,0.0
2017-08-31,0.0,0.0,0.0,0.0
2017-09-30,-0.002860399802937841,-0.0002538861872501963,0.0,0.0
2017-10-31,0.0,0.0,0.0,0.0
2017-11-30,0.0,0.0,0.0,0.0
2017-12-31,0.0,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0,0.0
2018-02-28,-0.04253202477953766,-0.03366788171514157,-0.03521648010404532,-0.0347686136656562
2018-03-31,-0.03525181419544876,-0.03557787949223146,-0.008102093169009894,-0.03666131130266215
2018-04-30,-0.03560408110487756,-0.04221011990306045,-0.019828526552047476,-0.04473678793474911
2018-05-31,-0.025911868140707783,-0.020806589824372113,0.0,-0.023737331566560882
2018-06-30,-0.02547555446573868,-0.014856583752683172,0.0,-0.016023831879114825
2018-07-31,-0.018693832652612374,-0.0017209327364646754,0.0,-0.00327941186638947
2018-08-31,-0.013384459904693835,0.0,0.0,0.0
2018-09-30,-0.02251971834006994,-0.009820842793559326,-0.0008653993023022277,-0.012848059916257593
2018-10-31,-0.05923415897646778,-0.060474056526425235,-0.062463612056474216,-0.06397803373559863
2018-11-30,-0.04201762000199627,-0.04333520836903726,-0.03859600347499281,-0.046938867294237574
2018-12-31,-0.0636891460044604,-0.06349346164155822,-0.022209774277671124,-0.051341427430542486
2019-01-31,-0.007957534684776224,-0.02260953225764939,0.0,-0.015785729795795622
2019-02-28,0.0,-0.012294665003859229,-0.0073117578103242264,-0.016442815635877794
2019-03-31,0.0,0.0,0.0,0.0
2019-04-30,0.0,0.0,0.0,0.0
2019-05-31,-0.005350151976951767,-0.0017574211103650317,-0.0391009849631937,0.0
2019-06-30,0.0,0.0,0.0,0.0
2019-07-31,0.0,0.0,0.0,0.0
2019-08-31,0.0,0.0,0.0,0.0
2019-09-30,0.0,-0.003372707258348373,-0.014520114685721008,-0.007971415475836574
2019-10-31,0.0,0.0,-9.221495041045191e-05,-0.004528591562447226
2019-11-30,-0.00034582412265637963,0.0,0.0,0.0
2019-12-31,0.0,-0.00026005228952796777,0.0,-0.0025400400805887235
2020-01-31,0.0,0.0,0.0,0.0
2020-02-29,-0.03343609192831454,-0.009114654389886456,-0.04556380611581112,-0.00946072808202092
2020-03-31,-0.11043508577668826,-0.03999153429414126,-0.052949692366782264,-0.023579832471282258
2020-04-30,-0.04646143280608506,0.0,-0.014824523750123664,0.0
2020-05-31,-0.022142456476355044,0.0,-0.0034886036000032483,0.0
2020-06-30,-0.0010522548650740982,0.0,0.0,0.0
2020-07-31,0.0,0.0,0.0,0.0
2020-08-31,0.0,0.0,0.0,-0.013068117639085552
2020-09-30,-0.023706870208012987,-0.0145033302845754,-0.02740913374453835,-0.02517277772372728
2020-10-31,-0.04899329007634767,-0.043518285126492806,-0.05613301825136252,-0.05350166901013753
2020-11-30,0.0,0.0,-0.03161408841242663,-0.021415822208386115
2020-12-31,0.0,0.0,-0.006540321504197477,-0.011148330928570926
2021-01-31,-0.017243213016705616,-0.023653662534692144,-0.022471028623246125,-0.03666771353955611
2021-02-28,-0.024213417408079363,-0.03899549232571142,-0.05555040432653435,-0.06227295690372536
2021-03-31,-0.01286207410180551,-0.042505518102409656,-0.07500291424835925,-0.07742029152488261
2021-04-30,0.0,-0.005012556326508544,-0.03161573345282942,-0.04368311332247432
2021-05-31,0.0,-0.0016783428311047954,-0.026637818217502662,-0.014383646548192353
2021-06-30,0.0,0.0,-0.00027602337424537104,-0.005330729695940284
2021-07-31,0.0,0.0,0.0,0.0
2021-08-31,0.0,0.0,0.0,0.0
2021-09-30,-0.03946799115242683,-0.03795872207908868,-0.042574688291620144,-0.03663175466616764
2021-10-31,0.0,0.0,0.0,0.0
2021-11-30,-0.010732233646183031,0.0,0.0,0.0
2021-12-31,0.0,0.0,0.0,0.0
2022-01-31,-0.0458468497582839,-0.04610988548113082,-0.05127459154195024,-0.047367972045252116
2022-02-28,-0.056103732918995175,-0.06815753457589624,-0.06550652313745797,-0.06064591230829652
2022-03-31,-0.04407835523831738,-0.0744757111129406,-0.07822386680452353,-0.07308890658907685
2022-04-30,-0.1035328764245862,-0.15708023258090786,-0.13953160489812633,-0.14163084595368747
2022-05-31,-0.11783804027770262,-0.1655130968866647,-0.16660915138889165,-0.1688663175410383
2022-06-30,-0.16600780068085808,-0.20674609086894702,-0.19140694753663023,-0.1935891477227536
2022-07-31,-0.1279170099281438,-0.16061319199281343,-0.17095195289101273,-0.1804439042248075
2022-08-31,-0.1692642296165714,-0.19653666305210515,-0.20952000573298035,-0.2163619179638151
2022-09-30,-0.23981235300656834,-0.266611015961281,-0.27540812875988585,-0.2765964861889899
2022-10-31,-0.224949855188867,-0.2531416773792171,-0.2965556893625869,-0.29957833272830914
2022-11-30,-0.1621455626310354,-0.20642806040434858,-0.24397988521671787,-0.24828270564734656
2022-12-31,-0.1827559435763355,-0.23994426681092174,-0.25072117607187105,-0.2504846192373049
2023-01-31,-0.11885096783243632,-0.18814596105043724,-0.19831098640368705,-0.19962457947216172
2023-02-28,-0.15704250110707907,-0.2175333167937613,-0.2405701455514282,-0.2412551968662895
2023-03-31,-0.12764548708145163,-0.1835991072372396,-0.20137517743286926,-0.19254087540198173
2023-04-30,-0.1170943294617044,-0.17505134563782954,-0.19644875960540897,-0.18743224529359825
2023-05-31,-0.13804444908072722,-0.18364743653184357,-0.1988385667993654,-0.20448349777642194
2023-06-30,-0.1129180770654159,-0.15521477600504152,-0.15747410886254953,-0.19918257097487602
2023-07-31,-0.09915828482499323,-0.14744338819325753,-0.14012552175548754,-0.19388751414558247
2023-08-31,-0.12322508997956227,-0.1660915381897764,-0.15669342314087453,-0.21149788187016094
2023-09-30,-0.17296935507385947,-0.21571592064911693,-0.20172686294193432,-0.2599109382638115
2023-10-31,-0.18419211296157034,-0.23784400816204554,-0.22333575382795745,-0.2751218907509979
2023-11-30,-0.11584357041396554,-0.17120876677898011,-0.15153712148959364,-0.2168048459735945
2023-12-31,-0.06397937573334744,-0.1240335634782882,-0.1074602447700419,-0.17288224439601363
2024-01-31,-0.07817956244405777,-0.12423954586316188,-0.09896883966396697,-0.17304606528280064
2024-02-29,-0.06271529389805208,-0.1049429986846312,-0.062745333511112,-0.16068713969701498
2024-03-31,-0.02887732573838664,-0.0798430876874563,-0.03562322417010211,-0.1310770980114203
2024-04-30,-0.06516840631059095,-0.11800737714326504,-0.07806909416296526,-0.1565632855269029
2024-05-31,-0.02930124075960172,-0.08307461322574217,-0.03412756199392786,-0.12671501809456398
2024-06-30,-0.019090819855345997,-0.05967494665811923,-0.002325473320351712,-0.10697573117998249
2024-07-31,0.0,-0.036651355433164,0.0,-0.08121586510141088
2024-08-31,0.0,-0.015122563325529637,0.0,-0.0610418076044138
2024-09-30,0.0,0.0,0.0,-0.03352853128426214
2024-10-31,-0.021355438391227666,-0.01668650268079075,-0.01519454265143172,-0.046081205447858875
2024-11-30,-0.004190002215757049,0.0,0.0,-0.021303978890717
2024-12-31,-0.04704612741142644,-0.034959161172898656,-0.029209335684990068,-0.05662779975876031
2025-01-31,-0.01576102748509678,-0.009572115183514973,-0.0055010241338790955,-0.02303991733134303
2025-02-28,0.0,0.0,-0.010517671910499016,-0.002925914367826077
2025-03-31,0.0,-0.019116975194754415,0.0,-0.0015828108800767238
2025-04-30,0.0,-0.01703058825364867,0.0,0.0
2025-05-31,0.0,0.0,-0.007836010975980856,-0.007275142129100742
2025-06-30,0.0,0.0,0.0,0.0
2025-07-31,-0.002904173713820346,0.0,0.0,-0.00429483643647266
2025-08-31,0.0,0.0,0.0,0.0
2025-09-30,0.0,0.0,0.0,0.0
2025-10-31,0.0,0.0,0.0,0.0
2025-11-30,0.0,0.0,0.0,0.0
2026-01-31,0.0,0.0,0.0,0.0
2026-02-28,0.0,0.0,0.0,0.0
