holding_month,Equal_Weight,Static_MV,Reactive_HMM,Macro_Forward
2015-03-31,-0.004654547509294415,-0.0026349871987170013,-0.009053055713914335,-0.0023638470356881673
2015-04-30,-0.009619531759047263,-0.011855828614127272,-0.0008895168395082328,-0.013640381308438549
2015-05-31,-0.001277023055083238,-0.004892109625719984,0.004545964220125784,-0.006528051128392259
2015-06-30,-0.030812609150814255,-0.03006138707118123,-0.02457955517478582,-0.02887868854630602
2015-07-31,0.015972534185431143,0.033351572684055995,0.026890457556586245,0.031406728679404756
2015-08-31,-0.033587162805268106,-0.03532985152641239,-0.04947537776963613,-0.04013996038449573
2015-09-30,-0.0074899946192745976,-0.0036701340557814886,0.01082622872224503,-0.001522012599247235
2015-10-31,0.04550209095915077,0.04125408475548889,0.017971597720362026,0.034064341682844765
2015-11-30,-0.01726570310053606,-0.0022962484995010155,0.000954257206278982,-0.002694111204568429
2015-12-31,-0.005955229506218162,-0.010393661483555252,-0.014209737098473669,-0.009975193227772646
2016-01-31,-0.005897857003337981,0.0011549147774663753,0.026321516587655042,0.01249084571976005
2016-02-29,0.020471038606446612,0.014992371968426869,0.02067662961982501,0.018035954042788748
2016-03-31,0.04567586283660879,0.032876754142010065,0.02791104870330432,0.028932753792293407
2016-04-30,0.009274712538720765,-0.001678118497562648,0.0013476821847645854,-0.0033237116561956694
2016-05-31,-0.002937365633039746,0.01257369270465509,0.01497461062558048,0.012235509853074939
2016-06-30,0.04152060906375441,0.0360696662416762,0.01882885509754099,0.03745931308771744
2016-07-31,0.031948732771613655,0.0286956100533011,0.027309125871688836,0.028257629816091465
2016-08-31,-0.014760113040220468,-0.004480660584361796,-0.001609876962391186,-0.004382292937231844
2016-09-30,-0.00261849336579787,-0.007494880828972663,-0.0035914598725775735,-0.007542734542249882
2016-10-31,-0.034032013779318686,-0.030495107197243944,-0.023391179714419404,-0.029985362536908533
2016-11-30,-0.03268686036827575,-0.021778310864125558,0.012186102628502973,-0.026031060137432456
2016-12-31,0.014345894836951856,0.008456148213551323,0.016092955299299345,0.010538274790689584
2017-01-31,0.022240399211966765,0.013295470874424063,0.01629574509221887,0.014031261526309298
2017-02-28,0.026795540562211295,0.028275385265990924,0.03533762214729776,0.030939274320116186
2017-03-31,-0.00029970300351629426,-0.002401951573196991,-0.000136029311341597,-0.0012127878934788713
2017-04-30,0.013917699733859925,0.012634678908354798,0.010941146419092078,0.012060468690836958
2017-05-31,0.011985231057535638,0.0163412074909782,0.014983675306590047,0.015695730556022424
2017-06-30,0.003605019756255268,0.007098781151758002,0.006671253747802444,0.006899483608536478
2017-07-31,0.015202286189665749,0.007829912627963929,0.015311910028066965,0.010614244322269175
2017-08-31,0.015186510445318649,0.0174366308001867,0.00883303844349332,0.012924725788199911
2017-09-30,-0.002860399802937707,-0.0002538861872502295,0.011322718913315776,0.0045056478405354535
2017-10-31,0.004355356984655878,0.012432568563647913,0.01887032266904658,0.01726969061245059
2017-11-30,0.015019231337441319,0.019863621228208,0.026032203510096753,0.023034116404329792
2017-12-31,0.012665113049143417,0.014891808270418869,0.01332030480493944,0.013881652916783492
2018-01-31,0.012763698124224133,0.015335754692182468,0.0382298284132242,0.02876591317055267
2018-02-28,-0.04253202477953764,-0.03366788171514145,-0.03521648010404536,-0.03476861366565624
2018-03-31,0.00760360740254793,-0.00197654382064826,0.028104114939649455,-0.0019608745258418115
2018-04-30,-0.0003651387114400607,-0.006876906149080395,-0.011822218095511742,-0.008382801113289599
2018-05-31,0.010050035233738708,0.02234679079770828,0.024119255565095428,0.021982900736633663
2018-06-30,0.00044792012211074587,0.006076435982776729,0.00588765854627256,0.007901049519617
2018-07-31,0.0069590063586432395,0.0133337449142744,0.02691892773984766,0.01295196004295895
2018-08-31,0.00541051602913143,0.023340300379331307,0.0283045023348156,0.022011127637255577
2018-09-30,-0.009259187661379897,-0.009820842793559482,-0.0008653993023022263,-0.012848059916257483
2018-10-31,-0.03756028773700715,-0.05115560488646535,-0.061651565976353837,-0.051795444797488384
2018-11-30,0.018300557082026273,0.01824201691974884,0.02545779437301071,0.018203810439794754
2018-12-31,-0.022622050733865695,-0.02107138618340317,0.017044061868423378,-0.004619389024716609
2019-01-31,0.059522551812637395,0.04365578638198563,0.035512976771217945,0.03747997294584457
2019-02-28,0.008976026512074298,0.010553476419323079,-0.0073117578103243114,-0.0006676247845359115
2019-03-31,0.02183864047996491,0.03573584449331482,0.024579071232486007,0.03976821442584414
2019-04-30,0.008397042908894158,0.011980409377717723,0.029208984607642527,0.0007350799451654502
2019-05-31,-0.005350151976951789,-0.001757421110364872,-0.03910098496319365,0.01625375318921051
2019-06-30,0.04675529550486051,0.0405186132482993,0.05706791843417088,0.04018671600869826
2019-07-31,0.003066746995883163,0.009093614094629261,0.012466452206166701,0.00903913221128875
2019-08-31,0.038218688293392214,0.044175558035352475,0.010154467718397819,0.044871522303733744
2019-09-30,0.001924406888567165,-0.0033727072583484507,-0.01452011468572103,-0.00797141547583656
2019-10-31,0.01635170770171093,0.005907265897587017,0.014640481201409181,0.0034704886200841783
2019-11-30,-0.0003458241226565354,0.016699328492951283,0.0272644124697452,0.014633049574262952
2019-12-31,0.014256565581510406,-0.00026005228952788277,0.015649754125130998,-0.002540040080588777
2020-01-31,0.021112902598120088,0.03620686972448174,0.015878728912639715,0.0331542028867354
2020-02-29,-0.03343609192831454,-0.009114654389886508,-0.04556380611581115,-0.009460728082020961
2020-03-31,-0.07966259986055998,-0.031160900745023343,-0.007738480894058833,-0.014253957202446347
2020-04-30,0.07191566567849567,0.06562762856092742,0.040256751208853414,0.039208180305847655
2020-05-31,0.025503925238489523,0.012961556904063136,0.011506498510571072,0.009605053104041193
2020-06-30,0.021567764907027033,0.010160456222053844,0.01089590234351644,0.010011803040219234
2020-07-31,0.053390640493866215,0.05120493131666654,0.04852260705341264,0.04954963479232114
2020-08-31,0.013547831824374357,0.006167831617387623,0.041438183534674225,-0.013068117639085535
2020-09-30,-0.023706870208013056,-0.014503330284575398,-0.027409133744538367,-0.012264939760265216
2020-10-31,-0.025900438194953003,-0.02944196133133134,-0.029533368555488264,-0.0290604228514062
2020-11-30,0.06215469264192501,0.059641506881715746,0.025977103037878563,0.03389952813566575
2020-12-31,0.034481100996120805,0.011525210665402531,0.025892329295790044,0.01049219015883321
2021-01-31,-0.01724321301670557,-0.02365366253469215,-0.016035585000459623,-0.02580708857471909
2021-02-28,-0.00709250191267545,-0.015713511898706192,-0.033839790606614066,-0.02657986628710455
2021-03-31,0.011633018437414933,-0.0036524550599589325,-0.020596662872150236,-0.016153244947636685
2021-04-30,0.04432335046766616,0.03915736590105088,0.04690520809616829,0.036568307206941104
2021-05-31,0.02525381349159943,0.0033510106249118915,0.005140433820838397,0.030637822234923902
2021-06-30,0.0021473784175844324,0.031950084913276104,0.027083233082860866,0.009185031093028337
2021-07-31,0.027763661846599817,0.03070845027986579,0.02725550000494129,0.031127880299832832
2021-08-31,0.012321000281008288,0.013324740144229312,0.022070874685695144,0.008470440155893913
2021-09-30,-0.03946799115242686,-0.037958722079088694,-0.04257468829162017,-0.036631754666167686
2021-10-31,0.04254647653559749,0.04778215860287882,0.06004633185659818,0.04108434741419197
2021-11-30,-0.01073223364618301,0.009482133390244073,4.3613021460820606e-05,0.010347840443674903
2021-12-31,0.04001321708220984,0.013586684888183908,0.016975231800061462,0.009118673713730251
2022-01-31,-0.04584684975828395,-0.0461098854811308,-0.0512745915419502,-0.04736797204525215
2022-02-28,-0.010749724148699659,-0.02311340557909643,-0.015001107242019317,-0.013938162767371483
2022-03-31,0.012740147514160907,-0.006780305439470054,-0.013608809458748466,-0.013246330051489659
2022-04-30,-0.0621960194248884,-0.08925159767260027,-0.0665104420539402,-0.07394661672716034
2022-05-31,-0.015957265444451064,-0.010004349917640607,-0.031468380064743166,-0.03172932235386617
2022-06-30,-0.05460421396805559,-0.049411193666969076,-0.02975530171595413,-0.029745912966216592
2022-07-31,0.04567283816780428,0.058156535183884014,0.02529702003164814,0.01630092583802014
2022-08-31,-0.04741202403801132,-0.042797278580751885,-0.04652088980422798,-0.04382618093400172
2022-09-30,-0.08492245778394165,-0.08721537086603896,-0.08335204370099325,-0.07686528973765916
2022-10-31,0.01955109093982668,0.018365886146651977,-0.029185478670230816,-0.0317690557214008
2022-11-30,0.08103255380093613,0.06254682522777126,0.07474053503713524,0.07323535161436563
2022-12-31,-0.0245989995708811,-0.04223461633944687,-0.008916814147313358,-0.0029291777726817864
2023-01-31,0.0781957057278008,0.0681506677716206,0.06994751218701348,0.06785723291413832
2023-02-28,-0.0433428760407242,-0.036197831547832814,-0.052712658438675584,-0.05201386290282742
2023-03-31,0.03487366096657938,0.0433682484952239,0.05161104463955872,0.0642038288277053
2023-04-30,0.012095034144372319,0.010470054203987772,0.006168625978371933,0.00632679717493646
2023-05-31,-0.02372860467217273,-0.010420152634421103,-0.002974057003238546,-0.020984407003677763
2023-06-30,0.029150426595100056,0.034828898443106465,0.05163061553220943,0.006663503254463113
2023-07-31,0.01551129820671291,0.009199246851209713,0.02059116199223312,0.006612064919390572
2023-08-31,-0.026715908854080487,-0.021873210222368204,-0.019267813854891187,-0.021846042622591096
2023-09-30,-0.056735502494178074,-0.059508189126199096,-0.05340102998933759,-0.06139876517830553
2023-10-31,-0.01356994200464381,-0.02821437804939646,-0.02706954535093091,-0.020552867585291363
2023-11-30,0.08378019339298858,0.08742992523403675,0.09244487909960963,0.0804508289508449
2023-12-31,0.058659523298271,0.056920490238959176,0.051949092689752965,0.056081298960769646
2024-01-31,-0.015170805367494733,-0.00023514871835911624,0.009513755612921957,-0.0001980623504659023
2024-02-29,0.01677579267715812,0.022034047195645126,0.040202279063629456,0.014945119754478287
2024-03-31,0.03610212344165249,0.02804280728522126,0.02893782267589434,0.035278908600192
2024-04-30,-0.03737023296237833,-0.04147584933084297,-0.04401378284575155,-0.029330781197222423
2024-05-31,0.03836751538256827,0.039606639570722406,0.04766250040087574,0.035388864297880754
2024-06-30,0.010518629808742807,0.02551970629796053,0.03292576475132442,0.02260348834983076
2024-07-31,0.04147798432642902,0.024484715304702635,0.015470651370463677,0.028845650648004217
2024-08-31,0.030042033934200733,0.022347871903961328,0.024154197858180605,0.021957342024874902
2024-09-30,0.026483501562727968,0.024332736205837733,0.0378129922283634,0.02930191838462638
2024-10-31,-0.021355438391227666,-0.016686502680790694,-0.015194542651431789,-0.012988147679389675
2024-11-30,0.017540010795393135,0.03381994475142107,0.05465847335269237,0.02597414654019336
2024-12-31,-0.04303644800818196,-0.0349591611728987,-0.029209335684989943,-0.036092739835609185
2025-01-31,0.03282960574088203,0.026306706377565114,0.024421651775812646,0.035604062128212176
2025-02-28,0.025803797136210466,0.012010124187744487,-0.0050443971269561886,0.020588357006945175
2025-03-31,0.0005320785605489969,-0.01911697519475446,0.03365032797338871,0.0013470448255584809
2025-04-30,0.00890229131843343,0.0021270496974090023,0.023616786055198104,0.012039060495837299
2025-05-31,0.01785854076672573,0.023827851129074304,-0.007836010975980806,-0.007275142129100712
2025-06-30,0.02258501152235519,0.034660205546358305,0.04836058206373704,0.014573850965035391
2025-07-31,-0.002904173713820346,0.007881091794769361,0.018640886226126696,-0.004294836436472615
2025-08-31,0.0301089230322253,0.02138950265565298,0.017988175928135335,0.035628631384148964
2025-09-30,0.04207021272532452,0.053741182235483215,0.035656346622213175,0.09224175433498173
2025-10-31,0.012145607123825241,0.024157585184632485,0.02281424175464233,0.029440783063585056
2025-11-30,0.01799603651067763,0.014443431292159529,0.0032879367971908272,0.039246948979554525
2026-01-31,0.0424555240908344,0.03884281091733103,0.016829075624726374,0.08152065341430004
2026-02-28,0.044164625073764154,0.0290222944096575,0.0018490575518819727,0.061133171053988015
