regime_label,SPY,EFA,GLD,TLT,VNQ
Bull,0.2169635795822547,0.13049887214873873,0.0687079745228486,-0.000891538684230489,0.1286401579288972
Crisis,-0.2144992715940577,-0.4604317332574266,0.7147561021264159,0.4080818271017584,-0.4480917533385501
Neutral,-0.040964382321273016,-0.036143005223735016,0.09645124686708703,0.06311010398067604,0.03313845486088809
