feature,importance
inflation_yoy,0.16539114290614476
consumer_sentiment,0.12205010152467068
unemployment_rate,0.09611530716550051
term_spread,0.09208741020855886
payrolls_yoy,0.092080979764251
industrial_production_yoy,0.08639704367217625
fed_funds_rate,0.0757560057607
inflation_3m_annualized,0.06298949235148729
credit_spread,0.05714402993461452
housing_starts_yoy,0.05493223647562202
unemployment_change_3m,0.04926825951722671
consumer_sentiment_change_3m,0.045787990719047364
