decision_date,decision_month,holding_month,current_regime,prediction_current_regime,regime_match,actual_next_regime,hmm_seed,hmm_score,current_raw_state,Bull_count,Neutral_count,Crisis_count,raw_state_mean_return,raw_state_mean_vol,p_Bull,p_Neutral,p_Crisis,equal_weight_return,static_mv_return,reactive_hmm_return,macro_forward_return,equal_weight_turnover,static_mv_turnover,reactive_hmm_turnover,macro_forward_turnover,reactive_fallback,macro_fallback,macro_used_probability,weight_equal_EFA,weight_equal_GLD,weight_equal_SPY,weight_equal_TLT,weight_equal_VNQ,weight_static_EFA,weight_static_GLD,weight_static_SPY,weight_static_TLT,weight_static_VNQ,weight_reactive_EFA,weight_reactive_GLD,weight_reactive_SPY,weight_reactive_TLT,weight_reactive_VNQ,weight_macro_EFA,weight_macro_GLD,weight_macro_SPY,weight_macro_TLT,weight_macro_VNQ
2020-05-29,2020-05-31,2020-06-30,Crisis,Crisis,True,Crisis,42,-3628.730094882864,1,904,1291,404,-0.0007830327042510437,0.019493644638726503,0.1764705882352941,0.2352941176470588,0.5882352941176471,0.021567764907027033,0.010160456222053844,0.006365723075552876,0.007337000624879603,0.0,0.00861698086351177,0.13709699156104105,0.0812118398392659,False,False,1.0,0.2,0.2,0.2,0.2,0.2,0.0,5.278063814929769e-17,0.47287607842608015,0.5271239215739197,4.0423581056545503e-17,0.0,0.04018202440999087,0.028366471370529545,0.8535251032494151,0.07792640097006431,5.769254182425547e-17,0.025506060310201015,0.23374960253099208,0.7407443371588068,0.0
2020-06-30,2020-06-30,2020-07-31,Crisis,Crisis,True,Bull,42,-3679.7961204172416,1,904,1291,426,-0.00070132912581238,0.01931360330846923,0.1666666666666666,0.2222222222222222,0.6111111111111112,0.053390640493866215,0.05120493131666654,0.0492539435751466,0.05110501471798327,0.0,0.0031222960600799025,0.10320036683989936,0.0558496205372455,False,False,1.0,0.2,0.2,0.2,0.2,0.2,2.1317638443498194e-17,1.108593217723771e-17,0.4713149303960403,0.5286850696039597,0.0,8.490458122598876e-17,0.08167536200631997,0.02817185030526829,0.8021195408947268,0.08803324679368493,1.1781802243507825e-16,0.05343087057882373,0.23090328982836836,0.7156658395928078,0.0
2020-07-31,2020-07-31,2020-08-31,Bull,Bull,True,Neutral,42,-3736.3363931286176,0,917,1291,435,0.0008074353217591136,0.009428108190827067,0.3235294117647059,0.4705882352941176,0.2058823529411764,0.013547831824374357,0.006167831617387623,0.004451106856632484,0.0030426730183439957,0.0,0.03848489715150642,0.8015284767998835,0.4106614842729732,False,False,0.9999999999999999,0.2,0.2,0.2,0.2,0.2,3.5467639161484467e-17,0.01924244857575292,0.46335871965252995,0.5173988317717167,2.46498585539644e-16,0.0,0.0901190336490864,0.34796911654540413,0.4013553024947851,0.16055654731072444,0.0,0.022141726631300113,0.436234031964855,0.541624241403845,0.0
2020-08-31,2020-08-31,2020-09-30,Neutral,Neutral,True,Crisis,42,-3769.3602338602113,1,919,1310,435,0.0006964668716132134,0.005237137775670582,0.4130434782608695,0.5652173913043478,0.0217391304347826,-0.023706870208013056,-0.014503330284575398,-0.0311233349461452,-0.021201245394788303,0.0,0.022707044857218143,1.0242633996939177,0.3841830304540824,False,False,0.9999999999999999,0.2,0.2,0.2,0.2,0.2,7.934131740801562e-18,0.015997961859045704,0.47471224208113905,0.5092897960598152,2.30090583845675e-17,5.161312611494075e-17,2.1274226599018562e-16,0.8601008163923629,0.139899183607636,9.521745468447617e-16,0.0,0.01110348611399547,0.6283255471918961,0.3605709666941084,0.0
2020-09-30,2020-09-30,2020-10-31,Crisis,Crisis,True,Crisis,42,-3835.9960326730024,2,906,1312,467,-0.0005997868947067225,0.018832862861686915,0.2105263157894736,0.2105263157894736,0.5789473684210527,-0.025900438194953003,-0.02944196133133134,-0.032364514918019886,-0.030709177449870756,0.0,0.02144026343937324,1.4224558253155783,0.7302821542362568,False,False,0.9999999999999998,0.2,0.2,0.2,0.2,0.2,8.631206878561237e-17,0.0065615506004242236,0.4734285216200739,0.5200099277795017,3.13413769655713e-17,2.0849407927662645e-18,0.005588966302602638,0.14887290373457468,0.8455381299628226,6.442821372303512e-19,8.488998763836337e-17,0.027774659575407496,0.2631844700737677,0.7090408703508246,0.0
2020-10-30,2020-10-31,2020-11-30,Crisis,Crisis,True,Bull,42,-3902.195216367766,2,921,1324,462,-0.0008298988322524269,0.018925820658387913,0.2,0.2,0.6,0.06215469264192501,0.059641506881715746,0.021961375583177865,0.034099202439861254,0.0,0.004198220994794364,0.3089237400743546,0.10072982590103742,False,False,1.0,0.2,0.2,0.2,0.2,0.2,3.174246541731888e-17,0.00866066109782143,0.47336341428490175,0.5179759246172768,5.163660826711868e-17,0.0,6.452591600500794e-18,1.3826773423354716e-17,0.9335687885701031,0.06643121142989683,1.733296395976101e-17,0.030385303699838245,0.21281955712324918,0.7567951391769127,3.533691249645605e-17
2020-11-30,2020-11-30,2020-12-31,Bull,Bull,True,Neutral,42,-3966.7691588430534,1,924,1324,479,0.0008172280976245442,0.009491385392348218,0.3142857142857143,0.4857142857142857,0.2,0.034481100996120805,0.011525210665402531,0.019606855355128686,0.010979854629417817,0.0,0.018364600071727404,1.0599519891963272,0.517339408780187,False,False,1.0,0.2,0.2,0.2,0.2,0.2,2.03469280800907e-17,0.0,0.48254571432076543,0.5174542856792346,1.3418536234216544e-17,0.0,0.10385351749949864,0.3925268013375648,0.40359279397193965,0.100026887190997,4.6644034354700913e-17,0.0,0.4714892615133426,0.5285107384866573,3.0062162750177616e-17
2020-12-31,2020-12-31,2021-01-31,Neutral,Neutral,True,Bull,42,-3999.105687108191,0,939,1326,484,0.0007170234153289869,0.005248774052821382,0.4042553191489361,0.5531914893617021,0.0425531914893617,-0.01724321301670557,-0.02365366253469215,-0.01426979072403451,-0.020528716501321556,0.0,0.013811543489954578,0.902807651516653,0.2907283982235909,False,False,0.9999999999999999,0.2,0.2,0.2,0.2,0.2,5.3973443976118536e-17,0.005383127127843481,0.4840683589378992,0.5105485139342573,7.581922564669834e-18,0.0,0.0,0.8439306270958913,0.15606937290410877,0.0,1.5289485067273418e-17,0.014682027182352116,0.6021714334427859,0.3831465393748619,0.0
2021-01-29,2021-01-31,2021-02-28,Bull,Bull,True,Bull,42,-4038.606568389239,1,938,1351,479,0.0007881659807443797,0.009478075551212946,0.3055555555555556,0.5,0.1944444444444444,-0.00709250191267545,-0.015713511898706192,-0.015680238988342577,-0.01628149995100862,0.0,0.009622905765990298,0.9417887221062137,0.26940070138356326,False,False,1.0,0.2,0.2,0.2,0.2,0.2,2.1171535038099516e-16,0.0008947989894849445,0.4888798118208942,0.5102253891896207,2.503124354572952e-17,0.0,0.12184329094606176,0.37303626604278445,0.39014836136657716,0.11497208164457662,2.861376105127905e-16,0.0,0.4821531099333564,0.5178468900666433,0.0
2021-02-26,2021-02-28,2021-03-31,Bull,Bull,True,Bull,42,-4069.0578141354226,1,953,1355,479,0.0007878566645230671,0.00950462171062996,0.3243243243243243,0.4864864864864865,0.1891891891891892,0.011633018437414933,-0.0036524550599589325,0.0035760726847095755,-0.0043755933680680575,0.0,0.019671423758179967,0.0757592368719375,0.018344614179733293,False,False,1.0,0.2,0.2,0.2,0.2,0.2,8.763353920122761e-18,5.4443924101101207e-17,0.4987155236999842,0.5012844763000158,0.0,1.4899618917243553e-16,0.10633443412614169,0.36559916995666175,0.37521469583665124,0.15285170008054527,0.0,4.0451127371744846e-17,0.49132541702322297,0.5086745829767769,3.571902190127809e-17
2021-03-31,2021-03-31,2021-04-30,Bull,Bull,True,Neutral,42,-4115.581710078322,1,955,1376,479,0.000861721887764219,0.009588782497820341,0.3421052631578947,0.4736842105263157,0.1842105263157894,0.04432335046766616,0.03915736590105088,0.046057856107076564,0.03893801361064095,0.0,0.01879478837026397,0.07600274398846923,0.017884448071062386,False,False,0.9999999999999998,0.2,0.2,0.2,0.2,0.2,0.0,2.1695078460566902e-17,0.508112917885116,0.49188708211488386,1.0159215792108229e-16,0.0,0.1145311124954627,0.37094739062652005,0.33721332384241676,0.17730817303560056,1.0095933341465656e-16,0.0,0.5002676410587539,0.49973235894124574,1.8274857331261276e-16
2021-04-30,2021-04-30,2021-05-31,Neutral,Neutral,True,Bull,42,-4156.5017788609475,0,957,1395,479,0.0007095607906198392,0.005336440305940976,0.4166666666666667,0.5416666666666666,0.0416666666666666,0.02525381349159943,0.0033510106249118915,0.005492071981440024,0.004961109708819444,0.0,0.0011322895577372753,0.9298303673526641,0.28156805429809245,False,False,0.9999999999999999,0.2,0.2,0.2,0.2,0.2,1.754724918713186e-16,0.0,0.5086790626639844,0.4913209373360153,0.0,0.0,0.0,0.8358625743028522,0.16413742569714784,1.0391103246149444e-16,6.544029909330814e-16,0.010593694904552262,0.630457973303247,0.35894833179219965,5.768705469416218e-16
2021-05-28,2021-05-31,2021-06-30,Bull,Bull,True,Neutral,42,-4189.562530922331,1,970,1402,479,0.0008915032963308218,0.009578352078535128,0.3333333333333333,0.4871794871794871,0.1794871794871795,0.0021473784175844324,0.031950084913276104,0.01858140603403875,0.03187854616053985,0.0,0.02176265904764317,0.9417885516939534,0.2622439452269017,False,False,1.0,0.2,0.2,0.2,0.2,0.2,2.0268878401775006e-16,0.010881329523821606,0.504607560606867,0.48451110986931123,0.0,4.3751634013784395e-16,0.12548247460419254,0.3649682984558754,0.33261545509328233,0.17693377184664924,6.713985249174374e-17,0.012491675614187674,0.49933600068979717,0.488172323696015,1.0211309438526363e-16
