Date,EFA,GLD,SPY,TLT,VNQ
2010-01-05,0.0008808427699763179,-0.0009112174071558337,0.0026438390615697795,0.0064379507136486745,-0.0011227380463407284
2010-01-06,0.004218142812401639,0.016364952672508887,0.0007036003918930453,-0.013477121684765215,-0.0017999391284203887
2010-01-07,-0.0038660228371716313,-0.006207031449163178,0.004212484549501215,0.0016796084428932958,0.01074881233491537
2010-01-08,0.00789127957542001,0.00495075538137829,0.003322270314492202,-0.0004469687464124332,-0.007377360618726644
2010-01-11,0.00817642804921692,0.013201473675458084,0.001395615953158638,-0.005503099036400526,0.005816532100966066
2010-01-12,-0.01185137072457391,-0.02113448995131151,-0.00937027553004589,0.01697262313592057,-0.01687120139002819
2010-01-13,0.008380141595537478,0.009458279378539308,0.008410538603223765,-0.011694033104020266,0.019989314726025397
2010-01-14,0.0076204997583191195,0.004383402504944763,0.002701278988207447,0.01390586167820783,-0.0008896027615616298
2010-01-15,-0.015825152388503412,-0.010498532177150062,-0.011287547328853535,0.006167166351659831,-0.007596229274827632
2010-01-19,0.009768287921175884,0.005935767413319545,0.012417934245685085,-0.0028591694707395562,0.02020237268426435
2010-01-20,-0.025847798411960384,-0.023406622544498178,-0.010220761082536667,0.010079329432617794,-0.011271877175516662
2010-01-21,-0.021606860306444965,-0.01451645533950801,-0.019416013002726988,0.004567718135390501,-0.02909205009598827
2010-01-22,-0.0196684021566106,-0.0018644973871885428,-0.022544192429057346,-0.0017371818841427592,-0.025494251121342747
2010-01-25,0.012177656235573722,0.002888473341000015,0.005114451250169554,-0.0045756781862148965,0.0070178281470571376
2010-01-26,-0.005701072062916882,0.0007439937221865503,-0.004199195964650895,0.0003274585743425148,-0.009367867475867143
2010-01-27,-0.0011074982576123537,-0.009622184538243794,0.004745889185902485,-0.0005462868467043363,0.008901369336541612
2010-01-28,-0.016944486429770218,-0.0004694185510533905,-0.011539110875998085,-0.0005452619472997632,-0.008666301467485671
2010-01-29,-0.014566078512957156,-0.004895549849721357,-0.010926994530869802,0.008703408394888033,-0.005661411984684467
2010-02-01,0.018127480892133545,0.022305058135940522,0.0154302256913342,-0.009118739925596756,0.018052209408321064
2010-02-02,0.016517210883183323,0.007173093057516182,0.012030976519510015,0.0028485187607053455,0.013615192221024355
2010-02-03,-0.010546706982122775,-0.003948040904900219,-0.004995096803976207,-0.01166426358868435,-0.01640707575903887
2010-02-04,-0.04158967421276452,-0.0406494619043355,-0.03135198297759163,0.015702673812720728,-0.037748939390541386
2010-02-05,-0.0017468724651493943,0.0029657764294868027,0.0020641262448340696,0.0021778853797651755,0.018220975686017663
2010-02-08,-0.020012414115949537,-0.006132631197052165,-0.007244887947482443,0.0013033705113581378,-0.022100301041710117
2010-02-09,0.031023960635009055,0.01308209362845793,0.012481675445247479,-0.010038685418166353,-0.003161961722110024
2010-02-10,-0.006360321617986267,-0.002754962144308314,-0.0019604879463508405,-0.009587947924804543,0.0019469053384222005
2010-02-11,0.009238046953534184,0.018940443772260875,0.01041183173025,-0.005440580022034907,0.00943946262350447
2010-02-12,-0.008657901624674828,-0.0008404197035730865,-0.0008318752633032952,0.004111158156089266,0.011735269117803995
2010-02-16,0.021978668632918814,0.023817259740401706,0.01561158775924145,0.0018831881789623563,0.02793975301551747
2010-02-17,0.0013222876965100752,-0.00338103069775341,0.004727245594848262,-0.011465431323524452,0.008989322137196455
2010-02-18,0.005647771800804038,0.006659727627096444,0.005878079066848527,-0.004036669357385194,0.014805305786805497
